 635.                      └─111:duf_levinfo_godown_dnn  	                     rt=int(0)
 636.                     └─184:duf_levinfo_godown_openat_dh 	                     rt=int(0)
 637.                     ┌─314:duf_levinfo_stat2dirid  	                    
 638.                      ┌─228:_duf_levinfo_stat2dirid 	                    
 639.                       ┌─193:duf_set_dirid_and_nums_from_sql_set 	                    
 640.                        ┌─116:duf_set_dirid_and_nums_from_sql 	                    
 641.                         ┌─ 59:duf_pdi_prepare_statement_by_id 	                    
 642.                          ┌─261:duf_main_db_open        	                    
 643.                          └─303:duf_main_db_open        	                     rt=int(0)
 644.                          ┌─ 16:duf_sql_prepare         	                    
 645.                          └─ 22:duf_sql_prepare         	                     rt=int(0)
 646.                         └─ 99:duf_pdi_prepare_statement_by_id 	                    
 647.                         ┌─121:duf_sql_bindn_long_long 	                    
 648.                         └─136:duf_sql_bindn_long_long 	                     rt=int(0)
 649.                         ┌─206:duf_sql_bindn_string    	                    
 650.                         └─221:duf_sql_bindn_string    	                     rt=int(0)
 651.                         ┌─ 28:duf_sql_step            	                    
 652.                         └─ 33:duf_sql_step            	                     rt=int(-59899)
 653.                         ┌─ 49:duf_sql_reset           	                    
 654.                         └─ 53:duf_sql_reset           	                     rt=int(0)
 655.                         ┌─133:duf_pdi_finalize_statement_by_id 	                    
 656.                          ┌─ 39:duf_sql_finalize        	                    
 657.                          └─ 43:duf_sql_finalize        	                     rt=int(0)
 658.                         └─145:duf_pdi_finalize_statement_by_id 	                     rt=int(0)
 659.                        └─160:duf_set_dirid_and_nums_from_sql 	                     rt=int(0)
 660.                       └─220:duf_set_dirid_and_nums_from_sql_set 	                     rt=int(0)
 661.                      └─308:_duf_levinfo_stat2dirid 	                     rt=int(0)
 662.                     └─316:duf_levinfo_stat2dirid  	                     rt=int(0)
 663.                    └─335:duf_levinfo_down_stat2dirid 	                     rt=int(0)
 664.                    ┌─322:duf_levinfo_down_stat2dirid 	                    
 665.                     ┌─179:duf_levinfo_godown_openat_dh 	                    
 666.                      ┌─105:duf_levinfo_godown_dnn  	                    
 667.                       ┌─ 71:_duf_levinfo_godown     	                    
 668.                        ┌─ 39:duf_levinfo_check_depth 	                    
 669.                        └─ 65:duf_levinfo_check_depth 	                     rt=int(0)
 670.                       └─ 97:_duf_levinfo_godown     	                     rt=int(0)
 671.                      └─111:duf_levinfo_godown_dnn  	                     rt=int(0)
 672.                     └─184:duf_levinfo_godown_openat_dh 	                     rt=int(0)
 673.                     ┌─314:duf_levinfo_stat2dirid  	                    
 674.                      ┌─228:_duf_levinfo_stat2dirid 	                    
 675.                       ┌─193:duf_set_dirid_and_nums_from_sql_set 	                    
 676.                        ┌─116:duf_set_dirid_and_nums_from_sql 	                    
 677.                         ┌─ 59:duf_pdi_prepare_statement_by_id 	                    
 678.                          ┌─261:duf_main_db_open        	                    
 679.                          └─303:duf_main_db_open        	                     rt=int(0)
 680.                          ┌─ 16:duf_sql_prepare         	                    
 681.                          └─ 22:duf_sql_prepare         	                     rt=int(0)
 682.                         └─ 99:duf_pdi_prepare_statement_by_id 	                    
 683.                         ┌─121:duf_sql_bindn_long_long 	                    
 684.                         └─136:duf_sql_bindn_long_long 	                     rt=int(0)
 685.                         ┌─206:duf_sql_bindn_string    	                    
 686.                         └─221:duf_sql_bindn_string    	                     rt=int(0)
 687.                         ┌─ 28:duf_sql_step            	                    
 688.                         └─ 33:duf_sql_step            	                     rt=int(-59899)
 689.                         ┌─ 49:duf_sql_reset           	                    
 690.                         └─ 53:duf_sql_reset           	                     rt=int(0)
 691.                         ┌─133:duf_pdi_finalize_statement_by_id 	                    
 692.                          ┌─ 39:duf_sql_finalize        	                    
 693.                          └─ 43:duf_sql_finalize        	                     rt=int(0)
 694.                         └─145:duf_pdi_finalize_statement_by_id 	                     rt=int(0)
 695.                        └─160:duf_set_dirid_and_nums_from_sql 	                     rt=int(0)
 696.                       └─220:duf_set_dirid_and_nums_from_sql_set 	                     rt=int(0)
 697.                      └─308:_duf_levinfo_stat2dirid 	                     rt=int(0)
 698.                     └─316:duf_levinfo_stat2dirid  	                     rt=int(0)
 699.                    └─335:duf_levinfo_down_stat2dirid 	                     rt=int(0)
 700.                    ┌─322:duf_levinfo_down_stat2dirid 	                    
 701.                     ┌─179:duf_levinfo_godown_openat_dh 	                    
 702.                      ┌─105:duf_levinfo_godown_dnn  	                    
 703.                       ┌─ 71:_duf_levinfo_godown     	                    
 704.                        ┌─ 39:duf_levinfo_check_depth 	                    
 705.                        └─ 65:duf_levinfo_check_depth 	                     rt=int(0)
 706.                       └─ 97:_duf_levinfo_godown     	                     rt=int(0)
 707.                      └─111:duf_levinfo_godown_dnn  	                     rt=int(0)
 708.                     └─184:duf_levinfo_godown_openat_dh 	                     rt=int(0)
 709.                     ┌─314:duf_levinfo_stat2dirid  	                    
 710.                      ┌─228:_duf_levinfo_stat2dirid 	                    
 711.                       ┌─193:duf_set_dirid_and_nums_from_sql_set 	                    
 712.                        ┌─116:duf_set_dirid_and_nums_from_sql 	                    
 713.                         ┌─ 59:duf_pdi_prepare_statement_by_id 	                    
 714.                          ┌─261:duf_main_db_open        	                    
 715.                          └─303:duf_main_db_open        	                     rt=int(0)
 716.                          ┌─ 16:duf_sql_prepare         	                    
 717.                          └─ 22:duf_sql_prepare         	                     rt=int(0)
 718.                         └─ 99:duf_pdi_prepare_statement_by_id 	                    
 719.                         ┌─121:duf_sql_bindn_long_long 	                    
 720.                         └─136:duf_sql_bindn_long_long 	                     rt=int(0)
 721.                         ┌─206:duf_sql_bindn_string    	                    
 722.                         └─221:duf_sql_bindn_string    	                     rt=int(0)
 723.                         ┌─ 28:duf_sql_step            	                    
 724.                         └─ 33:duf_sql_step            	                     rt=int(-59899)
 725.                         ┌─ 49:duf_sql_reset           	                    
 726.                         └─ 53:duf_sql_reset           	                     rt=int(0)
 727.                         ┌─133:duf_pdi_finalize_statement_by_id 	                    
 728.                          ┌─ 39:duf_sql_finalize        	                    
 729.                          └─ 43:duf_sql_finalize        	                     rt=int(0)
 730.                         └─145:duf_pdi_finalize_statement_by_id 	                     rt=int(0)
 731.                        └─160:duf_set_dirid_and_nums_from_sql 	                     rt=int(0)
 732.                       └─220:duf_set_dirid_and_nums_from_sql_set 	                     rt=int(0)
 733.                      └─308:_duf_levinfo_stat2dirid 	                     rt=int(0)
 734.                     └─316:duf_levinfo_stat2dirid  	                     rt=int(0)
 735.                    └─335:duf_levinfo_down_stat2dirid 	                     rt=int(0)
 736.                    ┌─322:duf_levinfo_down_stat2dirid 	                    
 737.                     ┌─179:duf_levinfo_godown_openat_dh 	                    
 738.                      ┌─105:duf_levinfo_godown_dnn  	                    
 739.                       ┌─ 71:_duf_levinfo_godown     	                    
 740.                        ┌─ 39:duf_levinfo_check_depth 	                    
 741.                        └─ 65:duf_levinfo_check_depth 	                     rt=int(0)
 742.                       └─ 97:_duf_levinfo_godown     	                     rt=int(0)
 743.                      └─111:duf_levinfo_godown_dnn  	                     rt=int(0)
 744.                     └─184:duf_levinfo_godown_openat_dh 	                     rt=int(0)
 745.                     ┌─314:duf_levinfo_stat2dirid  	                    
 746.                      ┌─228:_duf_levinfo_stat2dirid 	                    
 747.                       ┌─193:duf_set_dirid_and_nums_from_sql_set 	                    
 748.                        ┌─116:duf_set_dirid_and_nums_from_sql 	                    
 749.                         ┌─ 59:duf_pdi_prepare_statement_by_id 	                    
 750.                          ┌─261:duf_main_db_open        	                    
 751.                          └─303:duf_main_db_open        	                     rt=int(0)
 752.                          ┌─ 16:duf_sql_prepare         	                    
 753.                          └─ 22:duf_sql_prepare         	                     rt=int(0)
 754.                         └─ 99:duf_pdi_prepare_statement_by_id 	                    
 755.                         ┌─121:duf_sql_bindn_long_long 	                    
 756.                         └─136:duf_sql_bindn_long_long 	                     rt=int(0)
 757.                         ┌─206:duf_sql_bindn_string    	                    
 758.                         └─221:duf_sql_bindn_string    	                     rt=int(0)
 759.                         ┌─ 28:duf_sql_step            	                    
 760.                         └─ 33:duf_sql_step            	                     rt=int(-59899)
 761.                         ┌─ 49:duf_sql_reset           	                    
 762.                         └─ 53:duf_sql_reset           	                     rt=int(0)
 763.                         ┌─133:duf_pdi_finalize_statement_by_id 	                    
 764.                          ┌─ 39:duf_sql_finalize        	                    
 765.                          └─ 43:duf_sql_finalize        	                     rt=int(0)
 766.                         └─145:duf_pdi_finalize_statement_by_id 	                     rt=int(0)
 767.                        └─160:duf_set_dirid_and_nums_from_sql 	                     rt=int(0)
 768.                       └─220:duf_set_dirid_and_nums_from_sql_set 	                     rt=int(0)
 769.                      └─308:_duf_levinfo_stat2dirid 	                     rt=int(0)
 770.                     └─316:duf_levinfo_stat2dirid  	                     rt=int(0)
 771.                    └─335:duf_levinfo_down_stat2dirid 	                     rt=int(0)
 772.                    ┌─322:duf_levinfo_down_stat2dirid 	                    
 773.                     ┌─179:duf_levinfo_godown_openat_dh 	                    
 774.                      ┌─105:duf_levinfo_godown_dnn  	                    
 775.                       ┌─ 71:_duf_levinfo_godown     	                    
 776.                        ┌─ 39:duf_levinfo_check_depth 	                    
 777.                        └─ 65:duf_levinfo_check_depth 	                     rt=int(0)
 778.                       └─ 97:_duf_levinfo_godown     	                     rt=int(0)
 779.                      └─111:duf_levinfo_godown_dnn  	                     rt=int(0)
 780.                     └─184:duf_levinfo_godown_openat_dh 	                     rt=int(0)
 781.                     ┌─314:duf_levinfo_stat2dirid  	                    
 782.                      ┌─228:_duf_levinfo_stat2dirid 	                    
 783.                       ┌─193:duf_set_dirid_and_nums_from_sql_set 	                    
 784.                        ┌─116:duf_set_dirid_and_nums_from_sql 	                    
 785.                         ┌─ 59:duf_pdi_prepare_statement_by_id 	                    
 786.                          ┌─261:duf_main_db_open        	                    
 787.                          └─303:duf_main_db_open        	                     rt=int(0)
 788.                          ┌─ 16:duf_sql_prepare         	                    
 789.                          └─ 22:duf_sql_prepare         	                     rt=int(0)
 790.                         └─ 99:duf_pdi_prepare_statement_by_id 	                    
 791.                         ┌─121:duf_sql_bindn_long_long 	                    
 792.                         └─136:duf_sql_bindn_long_long 	                     rt=int(0)
 793.                         ┌─206:duf_sql_bindn_string    	                    
 794.                         └─221:duf_sql_bindn_string    	                     rt=int(0)
 795.                         ┌─ 28:duf_sql_step            	                    
 796.                         └─ 33:duf_sql_step            	                     rt=int(-59899)
 797.                         ┌─ 49:duf_sql_reset           	                    
 798.                         └─ 53:duf_sql_reset           	                     rt=int(0)
 799.                         ┌─133:duf_pdi_finalize_statement_by_id 	                    
 800.                          ┌─ 39:duf_sql_finalize        	                    
 801.                          └─ 43:duf_sql_finalize        	                     rt=int(0)
 802.                         └─145:duf_pdi_finalize_statement_by_id 	                     rt=int(0)
 803.                        └─160:duf_set_dirid_and_nums_from_sql 	                     rt=int(0)
 804.                       └─220:duf_set_dirid_and_nums_from_sql_set 	                     rt=int(0)
 805.                      └─308:_duf_levinfo_stat2dirid 	                     rt=int(0)
 806.                     └─316:duf_levinfo_stat2dirid  	                     rt=int(0)
 807.                    └─335:duf_levinfo_down_stat2dirid 	                     rt=int(0)
 808.                    ┌─322:duf_levinfo_down_stat2dirid 	                    
 809.                     ┌─179:duf_levinfo_godown_openat_dh 	                    
 810.                      ┌─105:duf_levinfo_godown_dnn  	                    
 811.                       ┌─ 71:_duf_levinfo_godown     	                    
 812.                        ┌─ 39:duf_levinfo_check_depth 	                    
 813.                        └─ 65:duf_levinfo_check_depth 	                     rt=int(0)
 814.                       └─ 97:_duf_levinfo_godown     	                     rt=int(0)
 815.                      └─111:duf_levinfo_godown_dnn  	                     rt=int(0)
 816.                     └─184:duf_levinfo_godown_openat_dh 	                     rt=int(0)
 817.                     ┌─314:duf_levinfo_stat2dirid  	                    
 818.                      ┌─228:_duf_levinfo_stat2dirid 	                    
 819.                       ┌─193:duf_set_dirid_and_nums_from_sql_set 	                    
 820.                        ┌─116:duf_set_dirid_and_nums_from_sql 	                    
 821.                         ┌─ 59:duf_pdi_prepare_statement_by_id 	                    
 822.                          ┌─261:duf_main_db_open        	                    
 823.                          └─303:duf_main_db_open        	                     rt=int(0)
 824.                          ┌─ 16:duf_sql_prepare         	                    
 825.                          └─ 22:duf_sql_prepare         	                     rt=int(0)
 826.                         └─ 99:duf_pdi_prepare_statement_by_id 	                    
 827.                         ┌─121:duf_sql_bindn_long_long 	                    
 828.                         └─136:duf_sql_bindn_long_long 	                     rt=int(0)
 829.                         ┌─206:duf_sql_bindn_string    	                    
 830.                         └─221:duf_sql_bindn_string    	                     rt=int(0)
 831.                         ┌─ 28:duf_sql_step            	                    
 832.                         └─ 33:duf_sql_step            	                     rt=int(-59899)
 833.                         ┌─ 49:duf_sql_reset           	                    
 834.                         └─ 53:duf_sql_reset           	                     rt=int(0)
 835.                         ┌─133:duf_pdi_finalize_statement_by_id 	                    
 836.                          ┌─ 39:duf_sql_finalize        	                    
 837.                          └─ 43:duf_sql_finalize        	                     rt=int(0)
 838.                         └─145:duf_pdi_finalize_statement_by_id 	                     rt=int(0)
 839.                        └─160:duf_set_dirid_and_nums_from_sql 	                     rt=int(0)
 840.                       └─220:duf_set_dirid_and_nums_from_sql_set 	                     rt=int(0)
 841.                      └─308:_duf_levinfo_stat2dirid 	                     rt=int(0)
 842.                     └─316:duf_levinfo_stat2dirid  	                     rt=int(0)
 843.                    └─335:duf_levinfo_down_stat2dirid 	                     rt=int(0)
 844.                    ┌─322:duf_levinfo_down_stat2dirid 	                    
 845.                     ┌─179:duf_levinfo_godown_openat_dh 	                    
 846.                      ┌─105:duf_levinfo_godown_dnn  	                    
 847.                       ┌─ 71:_duf_levinfo_godown     	                    
 848.                        ┌─ 39:duf_levinfo_check_depth 	                    
 849.                        └─ 65:duf_levinfo_check_depth 	                     rt=int(0)
 850.                       └─ 97:_duf_levinfo_godown     	                     rt=int(0)
 851.                      └─111:duf_levinfo_godown_dnn  	                     rt=int(0)
 852.                     └─184:duf_levinfo_godown_openat_dh 	                     rt=int(0)
 853.                     ┌─314:duf_levinfo_stat2dirid  	                    
 854.                      ┌─228:_duf_levinfo_stat2dirid 	                    
 855.                       ┌─193:duf_set_dirid_and_nums_from_sql_set 	                    
 856.                        ┌─116:duf_set_dirid_and_nums_from_sql 	                    
 857.                         ┌─ 59:duf_pdi_prepare_statement_by_id 	                    
 858.                          ┌─261:duf_main_db_open        	                    
 859.                          └─303:duf_main_db_open        	                     rt=int(0)
 860.                          ┌─ 16:duf_sql_prepare         	                    
 861.                          └─ 22:duf_sql_prepare         	                     rt=int(0)
 862.                         └─ 99:duf_pdi_prepare_statement_by_id 	                    
 863.                         ┌─121:duf_sql_bindn_long_long 	                    
 864.                         └─136:duf_sql_bindn_long_long 	                     rt=int(0)
 865.                         ┌─206:duf_sql_bindn_string    	                    
 866.                         └─221:duf_sql_bindn_string    	                     rt=int(0)
 867.                         ┌─ 28:duf_sql_step            	                    
 868.                         └─ 33:duf_sql_step            	                     rt=int(-59899)
 869.                         ┌─ 49:duf_sql_reset           	                    
 870.                         └─ 53:duf_sql_reset           	                     rt=int(0)
 871.                         ┌─133:duf_pdi_finalize_statement_by_id 	                    
 872.                          ┌─ 39:duf_sql_finalize        	                    
 873.                          └─ 43:duf_sql_finalize        	                     rt=int(0)
 874.                         └─145:duf_pdi_finalize_statement_by_id 	                     rt=int(0)
 875.                        └─160:duf_set_dirid_and_nums_from_sql 	                     rt=int(0)
 876.                       └─220:duf_set_dirid_and_nums_from_sql_set 	                     rt=int(0)
 877.                      └─308:_duf_levinfo_stat2dirid 	                     rt=int(0)
 878.                     └─316:duf_levinfo_stat2dirid  	                     rt=int(0)
 879.                    └─335:duf_levinfo_down_stat2dirid 	                     rt=int(0)
 880.                    ┌─322:duf_levinfo_down_stat2dirid 	                    
 881.                     ┌─179:duf_levinfo_godown_openat_dh 	                    
 882.                      ┌─105:duf_levinfo_godown_dnn  	                    
 883.                       ┌─ 71:_duf_levinfo_godown     	                    
 884.                        ┌─ 39:duf_levinfo_check_depth 	                    
 885.                        └─ 65:duf_levinfo_check_depth 	                     rt=int(0)
 886.                       └─ 97:_duf_levinfo_godown     	                     rt=int(0)
 887.                      └─111:duf_levinfo_godown_dnn  	                     rt=int(0)
 888.                     └─184:duf_levinfo_godown_openat_dh 	                     rt=int(0)
 889.                     ┌─314:duf_levinfo_stat2dirid  	                    
 890.                      ┌─228:_duf_levinfo_stat2dirid 	                    
 891.                       ┌─193:duf_set_dirid_and_nums_from_sql_set 	                    
 892.                        ┌─116:duf_set_dirid_and_nums_from_sql 	                    
 893.                         ┌─ 59:duf_pdi_prepare_statement_by_id 	                    
 894.                          ┌─261:duf_main_db_open        	                    
 895.                          └─303:duf_main_db_open        	                     rt=int(0)
 896.                          ┌─ 16:duf_sql_prepare         	                    
 897.                          └─ 22:duf_sql_prepare         	                     rt=int(0)
 898.                         └─ 99:duf_pdi_prepare_statement_by_id 	                    
 899.                         ┌─121:duf_sql_bindn_long_long 	                    
 900.                         └─136:duf_sql_bindn_long_long 	                     rt=int(0)
 901.                         ┌─206:duf_sql_bindn_string    	                    
 902.                         └─221:duf_sql_bindn_string    	                     rt=int(0)
 903.                         ┌─ 28:duf_sql_step            	                    
 904.                         └─ 33:duf_sql_step            	                     rt=int(-59899)
 905.                         ┌─ 49:duf_sql_reset           	                    
 906.                         └─ 53:duf_sql_reset           	                     rt=int(0)
 907.                         ┌─133:duf_pdi_finalize_statement_by_id 	                    
 908.                          ┌─ 39:duf_sql_finalize        	                    
 909.                          └─ 43:duf_sql_finalize        	                     rt=int(0)
 910.                         └─145:duf_pdi_finalize_statement_by_id 	                     rt=int(0)
 911.                        └─160:duf_set_dirid_and_nums_from_sql 	                     rt=int(0)
 912.                       └─220:duf_set_dirid_and_nums_from_sql_set 	                     rt=int(0)
 913.                      └─308:_duf_levinfo_stat2dirid 	                     rt=int(0)
 914.                     └─316:duf_levinfo_stat2dirid  	                     rt=int(0)
 915.                    └─335:duf_levinfo_down_stat2dirid 	                     rt=int(0)
 916.                    ┌─322:duf_levinfo_down_stat2dirid 	                    
 917.                     ┌─179:duf_levinfo_godown_openat_dh 	                    
 918.                      ┌─105:duf_levinfo_godown_dnn  	                    
 919.                       ┌─ 71:_duf_levinfo_godown     	                    
 920.                        ┌─ 39:duf_levinfo_check_depth 	                    
 921.                        └─ 65:duf_levinfo_check_depth 	                     rt=int(0)
 922.                       └─ 97:_duf_levinfo_godown     	                     rt=int(0)
 923.                      └─111:duf_levinfo_godown_dnn  	                     rt=int(0)
 924.                     └─184:duf_levinfo_godown_openat_dh 	                     rt=int(0)
 925.                     ┌─314:duf_levinfo_stat2dirid  	                    
 926.                      ┌─228:_duf_levinfo_stat2dirid 	                    
 927.                       ┌─193:duf_set_dirid_and_nums_from_sql_set 	                    
 928.                        ┌─116:duf_set_dirid_and_nums_from_sql 	                    
 929.                         ┌─ 59:duf_pdi_prepare_statement_by_id 	                    
 930.                          ┌─261:duf_main_db_open        	                    
 931.                          └─303:duf_main_db_open        	                     rt=int(0)
 932.                          ┌─ 16:duf_sql_prepare         	                    
 933.                          └─ 22:duf_sql_prepare         	                     rt=int(0)
 934.                         └─ 99:duf_pdi_prepare_statement_by_id 	                    
 935.                         ┌─121:duf_sql_bindn_long_long 	                    
 936.                         └─136:duf_sql_bindn_long_long 	                     rt=int(0)
 937.                         ┌─206:duf_sql_bindn_string    	                    
 938.                         └─221:duf_sql_bindn_string    	                     rt=int(0)
 939.                         ┌─ 28:duf_sql_step            	                    
 940.                         └─ 33:duf_sql_step            	                     rt=int(-59899)
 941.                         ┌─ 49:duf_sql_reset           	                    
 942.                         └─ 53:duf_sql_reset           	                     rt=int(0)
 943.                         ┌─133:duf_pdi_finalize_statement_by_id 	                    
 944.                          ┌─ 39:duf_sql_finalize        	                    
 945.                          └─ 43:duf_sql_finalize        	                     rt=int(0)
 946.                         └─145:duf_pdi_finalize_statement_by_id 	                     rt=int(0)
 947.                        └─160:duf_set_dirid_and_nums_from_sql 	                     rt=int(0)
 948.                       └─220:duf_set_dirid_and_nums_from_sql_set 	                     rt=int(0)
 949.                      └─308:_duf_levinfo_stat2dirid 	                     rt=int(0)
 950.                     └─316:duf_levinfo_stat2dirid  	                     rt=int(0)
 951.                    └─335:duf_levinfo_down_stat2dirid 	                     rt=int(0)
 952.                    ┌─322:duf_levinfo_down_stat2dirid 	                    
 953.                     ┌─179:duf_levinfo_godown_openat_dh 	                    
 954.                      ┌─105:duf_levinfo_godown_dnn  	                    
 955.                       ┌─ 71:_duf_levinfo_godown     	                    
 956.                        ┌─ 39:duf_levinfo_check_depth 	                    
 957.                        └─ 65:duf_levinfo_check_depth 	                     rt=int(0)
 958.                       └─ 97:_duf_levinfo_godown     	                     rt=int(0)
 959.                      └─111:duf_levinfo_godown_dnn  	                     rt=int(0)
 960.                     └─184:duf_levinfo_godown_openat_dh 	                     rt=int(0)
 961.                     ┌─314:duf_levinfo_stat2dirid  	                    
 962.                      ┌─228:_duf_levinfo_stat2dirid 	                    
 963.                       ┌─193:duf_set_dirid_and_nums_from_sql_set 	                    
 964.                        ┌─116:duf_set_dirid_and_nums_from_sql 	                    
 965.                         ┌─ 59:duf_pdi_prepare_statement_by_id 	                    
 966.                          ┌─261:duf_main_db_open        	                    
 967.                          └─303:duf_main_db_open        	                     rt=int(0)
 968.                          ┌─ 16:duf_sql_prepare         	                    
 969.                          └─ 22:duf_sql_prepare         	                     rt=int(0)
 970.                         └─ 99:duf_pdi_prepare_statement_by_id 	                    
 971.                         ┌─121:duf_sql_bindn_long_long 	                    
 972.                         └─136:duf_sql_bindn_long_long 	                     rt=int(0)
 973.                         ┌─206:duf_sql_bindn_string    	                    
 974.                         └─221:duf_sql_bindn_string    	                     rt=int(0)
 975.                         ┌─ 28:duf_sql_step            	                    
 976.                         └─ 33:duf_sql_step            	                     rt=int(-59899)
 977.                         ┌─ 49:duf_sql_reset           	                    
 978.                         └─ 53:duf_sql_reset           	                     rt=int(0)
 979.                         ┌─133:duf_pdi_finalize_statement_by_id 	                    
 980.                          ┌─ 39:duf_sql_finalize        	                    
 981.                          └─ 43:duf_sql_finalize        	                     rt=int(0)
 982.                         └─145:duf_pdi_finalize_statement_by_id 	                     rt=int(0)
 983.                        └─160:duf_set_dirid_and_nums_from_sql 	                     rt=int(0)
 984.                       └─220:duf_set_dirid_and_nums_from_sql_set 	                     rt=int(0)
 985.                      └─308:_duf_levinfo_stat2dirid 	                     rt=int(0)
 986.                     └─316:duf_levinfo_stat2dirid  	                     rt=int(0)
 987.                    └─335:duf_levinfo_down_stat2dirid 	                     rt=int(0)
 988.                    ┌─322:duf_levinfo_down_stat2dirid 	                    
 989.                     ┌─179:duf_levinfo_godown_openat_dh 	                    
 990.                      ┌─105:duf_levinfo_godown_dnn  	                    
 991.                       ┌─ 71:_duf_levinfo_godown     	                    
 992.                        ┌─ 39:duf_levinfo_check_depth 	                    
 993.                        └─ 65:duf_levinfo_check_depth 	                     rt=int(0)
 994.                       └─ 97:_duf_levinfo_godown     	                     rt=int(0)
 995.                      └─111:duf_levinfo_godown_dnn  	                     rt=int(0)
 996.                     └─184:duf_levinfo_godown_openat_dh 	                     rt=int(0)
 997.                     ┌─314:duf_levinfo_stat2dirid  	                    
 998.                      ┌─228:_duf_levinfo_stat2dirid 	                    
 999.                       ┌─193:duf_set_dirid_and_nums_from_sql_set 	                    
1000.                        ┌─116:duf_set_dirid_and_nums_from_sql 	                    
1001.                         ┌─ 59:duf_pdi_prepare_statement_by_id 	                    
1002.                          ┌─261:duf_main_db_open        	                    
1003.                          └─303:duf_main_db_open        	                     rt=int(0)
1004.                          ┌─ 16:duf_sql_prepare         	                    
1005.                          └─ 22:duf_sql_prepare         	                     rt=int(0)
1006.                         └─ 99:duf_pdi_prepare_statement_by_id 	                    
1007.                         ┌─121:duf_sql_bindn_long_long 	                    
1008.                         └─136:duf_sql_bindn_long_long 	                     rt=int(0)
1009.                         ┌─206:duf_sql_bindn_string    	                    
1010.                         └─221:duf_sql_bindn_string    	                     rt=int(0)
1011.                         ┌─ 28:duf_sql_step            	                    
1012.                         └─ 33:duf_sql_step            	                     rt=int(-59899)
1013.                         ┌─ 49:duf_sql_reset           	                    
1014.                         └─ 53:duf_sql_reset           	                     rt=int(0)
1015.                         ┌─133:duf_pdi_finalize_statement_by_id 	                    
1016.                          ┌─ 39:duf_sql_finalize        	                    
1017.                          └─ 43:duf_sql_finalize        	                     rt=int(0)
1018.                         └─145:duf_pdi_finalize_statement_by_id 	                     rt=int(0)
1019.                        └─160:duf_set_dirid_and_nums_from_sql 	                     rt=int(0)
1020.                       └─220:duf_set_dirid_and_nums_from_sql_set 	                     rt=int(0)
1021.                      └─308:_duf_levinfo_stat2dirid 	                     rt=int(0)
1022.                     └─316:duf_levinfo_stat2dirid  	                     rt=int(0)
1023.                    └─335:duf_levinfo_down_stat2dirid 	                     rt=int(0)
1024.                    ┌─322:duf_levinfo_down_stat2dirid 	                    
1025.                     ┌─179:duf_levinfo_godown_openat_dh 	                    
1026.                      ┌─105:duf_levinfo_godown_dnn  	                    
1027.                       ┌─ 71:_duf_levinfo_godown     	                    
1028.                        ┌─ 39:duf_levinfo_check_depth 	                    
1029.                        └─ 65:duf_levinfo_check_depth 	                     rt=int(0)
1030.                       └─ 97:_duf_levinfo_godown     	                     rt=int(0)
1031.                      └─111:duf_levinfo_godown_dnn  	                     rt=int(0)
1032.                     └─184:duf_levinfo_godown_openat_dh 	                     rt=int(0)
1033.                     ┌─314:duf_levinfo_stat2dirid  	                    
1034.                      ┌─228:_duf_levinfo_stat2dirid 	                    
1035.                       ┌─193:duf_set_dirid_and_nums_from_sql_set 	                    
1036.                        ┌─116:duf_set_dirid_and_nums_from_sql 	                    
1037.                         ┌─ 59:duf_pdi_prepare_statement_by_id 	                    
1038.                          ┌─261:duf_main_db_open        	                    
1039.                          └─303:duf_main_db_open        	                     rt=int(0)
1040.                          ┌─ 16:duf_sql_prepare         	                    
1041.                          └─ 22:duf_sql_prepare         	                     rt=int(0)
1042.                         └─ 99:duf_pdi_prepare_statement_by_id 	                    
1043.                         ┌─121:duf_sql_bindn_long_long 	                    
1044.                         └─136:duf_sql_bindn_long_long 	                     rt=int(0)
1045.                         ┌─206:duf_sql_bindn_string    	                    
1046.                         └─221:duf_sql_bindn_string    	                     rt=int(0)
1047.                         ┌─ 28:duf_sql_step            	                    
1048.                         └─ 33:duf_sql_step            	                     rt=int(-59899)
1049.                         ┌─ 49:duf_sql_reset           	                    
1050.                         └─ 53:duf_sql_reset           	                     rt=int(0)
1051.                         ┌─133:duf_pdi_finalize_statement_by_id 	                    
1052.                          ┌─ 39:duf_sql_finalize        	                    
1053.                          └─ 43:duf_sql_finalize        	                     rt=int(0)
1054.                         └─145:duf_pdi_finalize_statement_by_id 	                     rt=int(0)
1055.                        └─160:duf_set_dirid_and_nums_from_sql 	                     rt=int(0)
1056.                       └─220:duf_set_dirid_and_nums_from_sql_set 	                     rt=int(0)
1057.                      └─308:_duf_levinfo_stat2dirid 	                     rt=int(0)
1058.                     └─316:duf_levinfo_stat2dirid  	                     rt=int(0)
1059.                    └─335:duf_levinfo_down_stat2dirid 	                     rt=int(0)
1060.                    ┌─ 81:duf_pdi_set_opendir     	                    
1061.                    └─ 88:duf_pdi_set_opendir     	                     rt=int(1)
1062.                   └─384:_duf_real_path2db       	                     rt=int(0)
1063.                  └─414:duf_real_path2db        	                     rt=int(0)
1064.                 └─108:duf_pdi_init            	                     rt=int(0)
1065.                └─128:duf_pdi_init_wrap       	                     rt=int(0)
1066.               └─ 38:duf_pdi_reinit          	                     rt=int(0)
1067.              └─ 84:duf_pdi_reinit_anypath  	                     rt=int(0)
1068.              ┌─ 62:duf_all_options         	                    
1069.              │  86:duf_all_options         	                    
